"SUID","ACC","CAZY","CLASS","Cluster Size","Description","Domain","EC","EFI_ID","FAMILY","GDNA","GENUS","GI","GN","GO","HMP_Body_Site","HMP_Oxygen","IPRO","name","ORDER","Organism","PDB","PFAM","PHYLUM","selected","Sequence_Length","shared name","SPECIES","STATUS","Swissprot_Description","Taxonomy_ID","Uniprot_ID"
"1175373","R6LIS3","None","NA","1","Pyruvate formate lyase ","Bacteria","None","NA","NA","False","NA","None","BN515_01571","0016829 lyase activity","None","None","IPR001150 Gly_radical|IPR004184 PFL_dom","R6LIS3","NA","Firmicutes bacterium CAG:170.","None","PF02901 PFL","NA","false","648","R6LIS3","NA","Unreviewed","NA","1263006","R6LIS3_9FIRM"
"1175390","W4PVM3|W4P7F2","None","Bacteroidia","2","Pyruvate formate-lyase ","Bacteria","None","NA","Bacteroidaceae","False","Bacteroides","None","JCM10003_3275|JCM6292_1989","0008861 formate C-acetyltransferase activity|0016829 lyase activity","None","None","IPR005949 Form_AcTrfase|IPR001150 Gly_radical|IPR004184 PFL_dom","W4PVM3","Bacteroidales","Bacteroides pyogenes JCM 10003.|Bacteroides pyogenes JCM 6292.","None","PF01228 Gly_radical|PF02901 PFL","Bacteroidetes","false","675|597","W4PVM3","Bacteroides pyogenes","Unreviewed","NA","1235813|1235809","W4PVM3_9BACE|W4P7F2_9BACE"
"1175391","R5Y8K9","None","NA","1","Pyruvate-formate lyase ","Bacteria","None","NA","NA","False","NA","None","BN528_00700","0016829 lyase activity","None","None","IPR001150 Gly_radical|IPR004184 PFL_dom","R5Y8K9","NA","Roseburia sp. CAG:197.","None","PF01228 Gly_radical|PF02901 PFL","NA","false","676","R5Y8K9","NA","Unreviewed","NA","1262943","R5Y8K9_9FIRM"
"1175392","R7GI81","None","NA","1","Uncharacterized protein ","Bacteria","None","NA","NA","False","NA","None","BN598_00624","0008861 formate C-acetyltransferase activity","None","None","IPR005949 Form_AcTrfase|IPR001150 Gly_radical|IPR004184 PFL_dom","R7GI81","NA","Clostridium sp. CAG:307.","None","PF01228 Gly_radical|PF02901 PFL","NA","false","676","R7GI81","NA","Unreviewed","NA","1262795","R7GI81_9CLOT"
"1175393","R5A7W4","None","NA","1","Uncharacterized protein ","Bacteria","None","NA","NA","False","NA","None","BN452_01881","0003824 catalytic activity","None","None","IPR001150 Gly_radical|IPR004184 PFL_dom","R5A7W4","NA","Clostridium sp. CAG:1013.","None","PF01228 Gly_radical|PF02901 PFL","NA","false","677","R5A7W4","NA","Unreviewed","NA","1262769","R5A7W4_9CLOT"
"1175394","R6G2H9","None","NA","1","Formate acetyltransferase ","Bacteria","None","NA","NA","False","NA","None","BN542_00938","0008861 formate C-acetyltransferase activity","None","None","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","R6G2H9","NA","Clostridium sp. CAG:221.","None","PF01228 Gly_radical|PF02901 PFL","NA","false","677","R6G2H9","NA","Unreviewed","NA","1262780","R6G2H9_9CLOT"
"1175395","F4LMG8","None","Spirochaetia","1","Formate C-acetyltransferase ","Bacteria","2.3.1.54 {ECO:0000313|EMBL:AEE15730.1}","NA","Spirochaetaceae","False","Treponema","503523173:1","Trebr_0281","0008861 formate C-acetyltransferase activity","None","None","IPR001150 Gly_radical|IPR004184 PFL_dom","F4LMG8","Spirochaetales","Treponema brennaborense  (strain DSM 12168 / CIP 105900 / DD5/3)","None","PF01228 Gly_radical|PF02901 PFL","Spirochaetes","false","677","F4LMG8","Treponema brennaborense","Unreviewed","NA","906968","F4LMG8_TREBD"
"1175396","D3E4A8","None","Methanobacteria","1","Pyruvate-formate lyase Pfl ","Archaea","2.3.1.54 {ECO:0000313|EMBL:ADC47369.1}","NA","Methanobacteriaceae","False","Methanobrevibacter","502721334:1","mru_1519","0008861 formate C-acetyltransferase activity|0016829 lyase activity","None","None","IPR004184 PFL_dom","D3E4A8","Methanobacteriales","Methanobrevibacter ruminantium  (strain ATCC 35063 / DSM 1093 / JCM13430 / OCM 146 / M1)","None","PF02901 PFL","Euryarchaeota","false","677","D3E4A8","Methanobrevibacter ruminantium","Unreviewed","NA","634498","D3E4A8_METRM"
"1175397","A0A143Y0A2","None","Clostridia","1","Formate acetyltransferase ","Bacteria","2.3.1.54 {ECO:0000313|EMBL:CVI72539.1}","NA","None","False","None","None","NDGK_02583","0008861 formate C-acetyltransferase activity","None","None","IPR005949 Form_AcTrfase|IPR001150 Gly_radical|IPR004184 PFL_dom","A0A143Y0A2","Clostridiales","Clostridiales bacterium CHKCI001.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","678","A0A143Y0A2","Clostridiales bacterium CHKCI001","Unreviewed","NA","1780378","A0A143Y0A2_9FIR"
"1175382","F7PWQ9","None","None","1","Formate C-acetyltransferase protein ","Bacteria","2.3.1.54 {ECO:0000313|EMBL:ERJ12566.1}","NA","Haloplasmataceae","False","Haloplasma","543106024:1","HLPCO_001552","0008861 formate C-acetyltransferase activity","None","None","IPR005949 Form_AcTrfase|IPR001150 Gly_radical|IPR004184 PFL_dom","F7PWQ9","Haloplasmatales","Haloplasma contractile SSD-17B.","None","PF01228 Gly_radical|PF02901 PFL","None","false","666","F7PWQ9","Haloplasma contractile","Unreviewed","NA","1033810","F7PWQ9_9BACT"
"1175383","A0A133YEC5","None","Clostridia","1","Formate C-acetyltransferase ","Bacteria","None","NA","None","False","None","987327835:0","HMPREF1872_00650","0008861 formate C-acetyltransferase activity","None","None","IPR005949 Form_AcTrfase|IPR001150 Gly_radical|IPR004184 PFL_dom","A0A133YEC5","Clostridiales","Clostridiales bacterium KA00274.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","666","A0A133YEC5","Clostridiales bacterium KA00274","Unreviewed","NA","1497955","A0A133YEC5_9FIR"
"1175384","H1B4E8","None","Erysipelotrichia","1","Uncharacterized protein ","Bacteria","None","NA","Erysipelotrichaceae","False","None","496091543:1","HMPREF0981_00081","0003824 catalytic activity","Gastrointestinal tract","Not Specified","IPR001150 Gly_radical|IPR004184 PFL_dom","H1B4E8","Erysipelotrichales","Erysipelotrichaceae bacterium 6_1_45.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","669","H1B4E8","Erysipelotrichaceae bacterium 6_1_45","Unreviewed","NA","469614","H1B4E8_9FIRM"
"1175385","C7XCZ5","None","Bacteroidia","1","Pyruvate formate lyase ","Bacteria","None","NA","Porphyromonadaceae","False","Parabacteroides","496309064:1","HMPREF0619_03337","0016829 lyase activity","Gastrointestinal tract","Anaerobe","IPR001150 Gly_radical|IPR004184 PFL_dom","C7XCZ5","Bacteroidales","Parabacteroides sp. D13.","None","PF01228 Gly_radical|PF02901 PFL","Bacteroidetes","false","670","C7XCZ5","Parabacteroides sp. D13","Unreviewed","NA","563193","C7XCZ5_9PORP"
"1175386","A0A174XER0","None","NA","1","Pyruvate formate-lyase ","Bacteria","4.1.1.83 {ECO:0000313|EMBL:CUQ57974.1}","NA","NA","False","NA","None","ERS852528_05723","None","None","None","None","A0A174XER0","NA","Hungatella hathewayi.","None","None","NA","false","671","A0A174XER0","NA","Unreviewed","NA","154046","A0A174XER0_9CLO"
"1175387","A0A0F9FJ91","None","NA","1","Uncharacterized protein ","unclassified sequences","None","NA","NA","False","NA","None","LCGC14_1944580","0003824 catalytic activity","None","None","IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","A0A0F9FJ91","NA","marine sediment metagenome.","None","PF01228 Gly_radical|PF02901 PFL","NA","false","672","A0A0F9FJ91","NA","Unreviewed","NA","412755","A0A0F9FJ91_9ZZZ"
"1175388","R5W5L9","None","NA","1","Formate acetyltransferase ","Bacteria","None","NA","NA","False","NA","None","BN495_00659","0008861 formate C-acetyltransferase activity","None","None","IPR005949 Form_AcTrfase|IPR001150 Gly_radical|IPR004184 PFL_dom","R5W5L9","NA","Corallococcus sp. CAG:1435.","None","PF01228 Gly_radical|PF02901 PFL","NA","false","673","R5W5L9","NA","Unreviewed","NA","1262867","R5W5L9_9DELT"
"1175389","A0A101EFU9","None","NA","1","Pyruvate-formate lyase ","Bacteria.","None","NA","NA","False","NA","973037318:0","XD52_0043","0016829 lyase activity","None","None","IPR001150 Gly_radical|IPR004184 PFL_dom","A0A101EFU9","NA","bacterium 42_11.","None","PF01228 Gly_radical|PF02901 PFL","NA","false","674","A0A101EFU9","NA","Unreviewed","NA","1635281","A0A101EFU9_9BAC"
"1175406","R6QHY0","None","NA","1","Formate acetyltransferase ","Bacteria","None","NA","NA","False","NA","None","BN582_01457","0008861 formate C-acetyltransferase activity","None","None","IPR005949 Form_AcTrfase|IPR001150 Gly_radical|IPR004184 PFL_dom","R6QHY0","NA","Eubacterium sp. CAG:274.","None","PF01228 Gly_radical|PF02901 PFL","NA","false","681","R6QHY0","NA","Unreviewed","NA","1262888","R6QHY0_9FIRM"
"1175407","F7KCX2","None","Clostridia","1","Uncharacterized protein ","Bacteria","None","NA","Lachnospiraceae","False","None","496547527:1","HMPREF0994_03701","0003824 catalytic activity","Gastrointestinal tract","Not Specified","IPR001150 Gly_radical|IPR004184 PFL_dom","F7KCX2","Clostridiales","Lachnospiraceae bacterium 3_1_57FAA_CT1.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","681","F7KCX2","Lachnospiraceae bacterium 3_1_57FAA_CT1","Unreviewed","NA","658086","F7KCX2_9FIRM"
"1175408","R9HMA1","None","Bacteroidia","1","Uncharacterized protein ","Bacteria","None","NA","Bacteroidaceae","False","Bacteroides","507745878:1","C800_00909","0003824 catalytic activity","None","None","IPR001150 Gly_radical|IPR004184 PFL_dom","R9HMA1","Bacteroidales","Bacteroides vulgatus dnLKV7.","None","PF01228 Gly_radical|PF02901 PFL","Bacteroidetes","false","682","R9HMA1","Bacteroides vulgatus","Unreviewed","NA","1235786","R9HMA1_BACVU"
"1175409","F7K873|A0A174VXA1|U2BLR5","None","Clostridia|NA","3","Formate acetyltransferase |Formate C-acetyltransferase ","Bacteria","None|2.3.1.54 {ECO:0000313|EMBL:CUQ37991.1}","NA","Lachnospiraceae|NA|Clostridiaceae","False","None|NA|Clostridium","336011478:1|None|542975057:1","HMPREF0994_02033|ERS852537_03647|HMPREF1548_00314","0008861 formate C-acetyltransferase activity|None","Gastrointestinal tract|None","Not Specified|None","IPR005949 Form_AcTrfase|IPR001150 Gly_radical|IPR004184 PFL_dom|None","U2BLR5","Clostridiales|NA","Lachnospiraceae bacterium 3_1_57FAA_CT1.|Fusicatenibacter.|Clostridium sp. KLE 1755.","None","PF01228 Gly_radical|PF02901 PFL|None","Firmicutes|NA","false","681|683","U2BLR5","Lachnospiraceae bacterium 3_1_57FAA_CT1|NA|Clostridium sp. KLE 1755","Unreviewed","NA","658086|1407607|1226325","F7K873_9FIRM|A0A174VXA1_9FIR|U2BLR5_9CLOT"
"1175410","A0A096LM54|A4E924|A0A173YA91|A0A174M5D9|A0A174BPT6|R5ZPX0","None","Coriobacteriia|NA","6","Formate acetyltransferase |Formate C-acetyltransferase ","Bacteria","None|2.3.1.54 {ECO:0000313|EMBL:EBA39768.1}|2.3.1.54 {ECO:0000313|EMBL:CUN60759.1}|2.3.1.54 {ECO:0000313|EMBL:CUP31642.1}|2.3.1.54 {ECO:0000313|EMBL:CUO01700.1}","NA","Coriobacteriaceae|NA","False|True","Collinsella|NA","693589382:1|493277066:1|None","HMPREF9463_01082|COLAER_00915|ERS852381_00429|ERS852514_01689|ERS852399_01834|BN511_00157","0008861 formate C-acetyltransferase activity|None","Gastrointestinal tract|None","Anaerobe|Not Specified|None","IPR005949 Form_AcTrfase|IPR001150 Gly_radical|IPR004184 PFL_dom|None","A0A096LM54","Coriobacteriales|NA","Collinsella sp. 4_8_47FAA.|Collinsella aerofaciens ATCC 25986.|Collinsella aerofaciens.|Collinsella sp. CAG:166.","None","PF01228 Gly_radical|PF02901 PFL|None","Actinobacteria|NA","false","683","A0A096LM54","Collinsella sp. 4_8_47FAA|Collinsella aerofaciens|NA","Unreviewed","NA","742722|411903|74426|1262850","A0A096LM54_9ACT|A4E924_9ACTN|A0A173YA91_9ACT|A0A174M5D9_9ACT|A0A174BPT6_9ACT|R5ZPX0_9ACTN"
"1175411","G5IML1","None","Clostridia","1","Formate acetyltransferase ","Bacteria","None","NA","Clostridiaceae","False","Hungatella","493835494:1","HMPREF9473_04739","0008861 formate C-acetyltransferase activity","Gastrointestinal tract","Obligate anaerobe","IPR005949 Form_AcTrfase|IPR001150 Gly_radical|IPR004184 PFL_dom","G5IML1","Clostridiales","Hungatella hathewayi WAL-18680.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","684","G5IML1","Hungatella hathewayi","Unreviewed","NA","742737","G5IML1_9CLOT"
"1175412","A0A0D8IVV5|A0A0W7TPS8|G9RUK2","None","Clostridia","3","Formate acetyltransferase ","Bacteria","None","NA","Ruminococcaceae","False","None|Subdoligranulum","496682121:1|969662274:1|363616989:1","TQ39_15790|ASJ35_12025|HMPREF1032_03953","0008861 formate C-acetyltransferase activity","None|Gastrointestinal tract","None|Anaerobe","IPR005949 Form_AcTrfase|IPR001150 Gly_radical|IPR004184 PFL_dom","A0A0D8IVV5","Clostridiales","Ruminococcaceae bacterium 585-1.|Ruminococcaceae bacterium 668.|Subdoligranulum sp. 4_3_54A2FAA.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","684","A0A0D8IVV5","Ruminococcaceae bacterium 585-1|Ruminococcaceae bacterium 668|Subdoligranulum sp. 4_3_54A2FAA","Unreviewed","NA","1550024|1550025|665956","A0A0D8IVV5_9FIR|A0A0W7TPS8_9FIR|G9RUK2_9FIRM"
"1175413","A0A101HY92","None","NA","1","Pyruvate formate-lyase ","Bacteria","None","NA","NA","False","NA","973140752:0","XE01_1431","0016829 lyase activity","None","None","IPR001150 Gly_radical|IPR004184 PFL_dom","A0A101HY92","NA","Synergistales bacterium 58_81.","None","PF01228 Gly_radical|PF02901 PFL","NA","false","684","A0A101HY92","NA","Unreviewed","NA","1635274","A0A101HY92_9BAC"
"1175398","R9JIM4","None","Clostridia","1","Formate acetyltransferase ","Bacteria","None","NA","Lachnospiraceae","False","None","511026327:1","C804_01896","0008861 formate C-acetyltransferase activity","None","None","IPR005949 Form_AcTrfase|IPR001150 Gly_radical|IPR004184 PFL_dom","R9JIM4","Clostridiales","Lachnospiraceae bacterium A4.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","679","R9JIM4","Lachnospiraceae bacterium A4","Unreviewed","NA","397291","R9JIM4_9FIRM"
"1175399","R9MWK3","None","Clostridia","1","Formate acetyltransferase ","Bacteria","None","NA","Lachnospiraceae","False","None","510895590:1","C819_02444","0008861 formate C-acetyltransferase activity","None","None","IPR005949 Form_AcTrfase|IPR001150 Gly_radical|IPR004184 PFL_dom","R9MWK3","Clostridiales","Lachnospiraceae bacterium 10-1.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","679","R9MWK3","Lachnospiraceae bacterium 10-1","Unreviewed","NA","1235800","R9MWK3_9FIRM"
"1175400","R9KQ09","None","Clostridia","1","Formate acetyltransferase ","Bacteria","None","NA","Lachnospiraceae","False","None","511046848:1","C809_02082","0008861 formate C-acetyltransferase activity","None","None","IPR005949 Form_AcTrfase|IPR001150 Gly_radical|IPR004184 PFL_dom","R9KQ09","Clostridiales","Lachnospiraceae bacterium COE1.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","679","R9KQ09","Lachnospiraceae bacterium COE1","Unreviewed","NA","1235793","R9KQ09_9FIRM"
"1175401","R9J3U7","None","Clostridia","1","Formate acetyltransferase ","Bacteria","None","NA","Lachnospiraceae","False","None","511038880:1","C807_03213","0008861 formate C-acetyltransferase activity","None","None","IPR005949 Form_AcTrfase|IPR001150 Gly_radical|IPR004184 PFL_dom","R9J3U7","Clostridiales","Lachnospiraceae bacterium 28-4.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","679","R9J3U7","Lachnospiraceae bacterium 28-4","Unreviewed","NA","397287","R9J3U7_9FIRM"
"1175402","R5EDR5","None","NA","1","Formate C-acetyltransferase ","Bacteria","None","NA","NA","False","NA","None","BN724_01537","0008861 formate C-acetyltransferase activity","None","None","IPR005949 Form_AcTrfase|IPR001150 Gly_radical|IPR004184 PFL_dom","R5EDR5","NA","Clostridium sp. CAG:590.","None","PF01228 Gly_radical|PF02901 PFL","NA","false","679","R5EDR5","NA","Unreviewed","NA","1262825","R5EDR5_9CLOT"
"1175403","E1ZD18","None","Trebouxiophyceae","1","Putative uncharacterized protein PFL1 ","Eukaryota","None","NA","Chlorellaceae","False","Chlorella","307107902:1","CHLNCDRAFT_30765","0008861 formate C-acetyltransferase activity","None","None","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","E1ZD18","Chlorellales","Chlorella variabilis ","None","PF01228 Gly_radical|PF02901 PFL","Chlorophyta","false","680","E1ZD18","Chlorella variabilis","Unreviewed","NA","554065","E1ZD18_CHLVA"
"1175404","V9G485","None","Bacilli","1","Pyruvate formate-lyase ","Bacteria","None","NA","Paenibacillaceae","False","Paenibacillus","None","JCM10914_567","0008861 formate C-acetyltransferase activity|0016829 lyase activity","None","None","IPR005949 Form_AcTrfase|IPR001150 Gly_radical|IPR004184 PFL_dom","V9G485","Bacillales","Paenibacillus sp. JCM 10914.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","680","V9G485","Paenibacillus sp. JCM 10914","Unreviewed","NA","1236974","V9G485_9BACL"
"1175405","N9W2Y5|A0A174I780|R5U0D0|A0A174WRB8|D3AAH8","None","Clostridia|NA","5","Formate acetyltransferase |Putative formate C-acetyltransferase ","Bacteria","None|2.3.1.54 {ECO:0000313|EMBL:CUO80929.1}|2.3.1.54 {ECO:0000313|EMBL:CUQ49853.1}","NA","Clostridiaceae|NA","False","Hungatella|NA","480652938:1|None|493823673:1","HMPREF1093_02192|ERS852407_04024|BN544_00517|ERS852528_04672|CLOSTHATH_00599","0008861 formate C-acetyltransferase activity|None|0016740 transferase activity","Not Specified|None|Gastrointestinal tract","Not Specified|None|Anaerobe","IPR005949 Form_AcTrfase|IPR001150 Gly_radical|IPR004184 PFL_dom|None","N9W2Y5","Clostridiales|NA","Hungatella hathewayi 12489931.|Hungatella hathewayi.|Clostridium hathewayi CAG:224.|Hungatella hathewayi DSM 13479.","None","PF01228 Gly_radical|PF02901 PFL|None","Firmicutes|NA","false","680|550","N9W2Y5","Hungatella hathewayi|NA","Unreviewed","NA","999412|154046|1263067|566550","N9W2Y5_9CLOT|A0A174I780_9CLO|R5U0D0_9CLOT|A0A174WRB8_9CLO|D3AAH8_9CLOT"
"1175422","G5GGT3","None","Clostridia","1","Formate acetyltransferase ","Bacteria","None","NA","Lachnospiraceae","False","Johnsonella","491683830:1","HMPREF9333_00773","0008861 formate C-acetyltransferase activity","Oral","Anaerobe","IPR005949 Form_AcTrfase|IPR001150 Gly_radical|IPR004184 PFL_dom","G5GGT3","Clostridiales","Johnsonella ignava ATCC 51276.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","688","G5GGT3","Johnsonella ignava","Unreviewed","NA","679200","G5GGT3_9FIRM"
"1175423","R4UGJ4","None","Mollicutes","1","Formate C-acetyltransferase ","Bacteria","None","NA","Spiroplasmataceae","False","Spiroplasma","511277576:1","SCHRY_v1c06690","0008861 formate C-acetyltransferase activity","None","None","IPR005949 Form_AcTrfase|IPR001150 Gly_radical|IPR004184 PFL_dom","R4UGJ4","Entomoplasmatales","Spiroplasma chrysopicola DF-1.","None","PF01228 Gly_radical|PF02901 PFL","Tenericutes","false","688","R4UGJ4","Spiroplasma chrysopicola","Unreviewed","NA","1276227","R4UGJ4_9MOLU"
"1175424","R7MK06","None","NA","1","Uncharacterized protein ","Bacteria","None","NA","NA","False","NA","None","BN739_00686","0008861 formate C-acetyltransferase activity","None","None","IPR005949 Form_AcTrfase|IPR001150 Gly_radical|IPR004184 PFL_dom","R7MK06","NA","Ruminococcus sp. CAG:624.","None","PF01228 Gly_radical|PF02901 PFL","NA","false","688","R7MK06","NA","Unreviewed","NA","1262965","R7MK06_9FIRM"
"1175425","A0A0F5IWU6","None","Bacteroidia","1","Uncharacterized protein ","Bacteria","None","NA","Porphyromonadaceae","False","Parabacteroides","806525366:1","HMPREF1212_02874","0003824 catalytic activity","Gastrointestinal tract","Not Specified","IPR001150 Gly_radical|IPR004184 PFL_dom","A0A0F5IWU6","Bacteroidales","Parabacteroides sp. HGS0025.","None","PF01228 Gly_radical|PF02901 PFL","Bacteroidetes","false","689","A0A0F5IWU6","Parabacteroides sp. HGS0025","Unreviewed","NA","1078087","A0A0F5IWU6_9POR"
